681|44|1|12|97208
682|23|2|15|55128
683|42|2|11|23509
684|28|2|19|55414
685|32|1|11|55409
686|32|2|4|26506
687|31|1|8|27713
688|37|1|1|60476
689|25|2|14|45439
690|35|2|17|63304
691|34|2|4|60089
692|34|2|5|18053
693|43|1|8|85210
694|60|2|15|06365
695|26|2|21|38115
696|55|2|14|94920
697|25|2|14|77042
698|28|1|15|06906
699|44|2|14|96754
700|17|2|19|76309
701|51|1|11|56321
702|37|2|14|89104
703|26|2|4|49512
704|51|1|11|91105
705|21|1|19|54494
706|23|2|19|55454
707|56|1|11|19146
708|26|1|9|96349
709|21|2|14|N4T1A
710|19|2|19|92020
711|22|1|19|15203
712|22|1|19|54901
713|42|1|14|07204
714|26|2|5|55343
715|21|2|20|91206
716|36|1|1|44265
717|24|2|20|84105
718|42|2|20|64118
719|37|1|14|V0R2H
720|49|1|1|16506
721|24|1|6|11238
722|50|1|9|17331
723|26|2|7|94403
724|31|2|7|40243
725|21|2|19|91711
726|25|1|1|80538
727|25|2|19|78741
728|58|2|7|94306
729|19|2|19|56567
730|31|1|18|32114
731|41|1|4|70403
732|28|1|14|98405
733|44|1|14|60630
734|25|1|14|63108
735|29|1|8|85719
736|48|1|21|94618
737|30|2|15|98072
738|35|2|20|95403
739|35|2|20|73162
740|25|1|4|22206
741|25|2|21|63108
742|35|2|19|29210
743|31|2|15|92660
744|35|2|12|47024
745|42|2|21|55113
746|25|2|5|19047
747|19|2|14|93612
748|28|2|1|94720
749|33|2|14|80919
750|28|2|1|32303
751|24|1|14|90034
752|60|2|16|21201
753|56|2|17|91206
754|59|1|11|62901
755|44|1|4|97007
756|30|1|13|90247
757|26|2|19|55104
758|27|2|19|53706
759|20|1|19|68503
760|35|1|14|14211
761|17|2|19|97302
762|32|2|1|95050
763|27|2|18|02113
764|27|1|4|62903
765|31|2|19|33066
766|42|2|14|10960
767|70|2|5|00000
768|29|2|1|12866
769|39|2|7|06927
770|28|2|19|14216
771|26|2|19|15232
772|50|2|21|27105
773|20|2|19|55414
774|30|2|19|80027
775|46|2|7|90036
776|30|2|11|51157
777|63|2|15|01810
778|34|2|19|01960
779|31|2|19|K7L5J
780|49|2|15|94560
781|20|2|19|48825
782|21|1|2|33205
783|30|2|12|77081
784|47|2|1|91040
785|32|2|5|23322
786|36|1|5|01754
787|18|1|19|98620
788|51|2|1|05779
789|29|2|14|55420
790|27|2|20|80913
791|31|2|4|20064
792|40|2|15|12205
793|22|2|19|85281
794|32|2|4|57197
795|30|2|15|08610
796|32|1|21|33755
797|44|1|14|62522
798|40|1|21|64131
799|49|1|1|19716
800|25|2|15|55337
801|22|2|21|92154
802|35|2|1|34105
803|70|2|1|78212
804|39|2|4|61820
805|27|1|14|20009
806|27|2|12|11217
807|41|1|8|93555
808|45|2|17|90016
809|50|1|12|30803
810|55|1|14|80526
811|40|1|4|73013
812|22|2|20|76234
813|14|1|19|02136
814|30|2|14|12345
815|32|2|14|28806
816|34|2|14|20755
817|19|2|19|60152
818|28|2|11|27514
819|59|2|1|40205
820|22|2|19|37725
821|37|2|5|77845
822|29|1|11|53144
823|27|2|2|50322
824|31|2|14|15017
825|44|2|5|05452
826|28|2|2|77048
827|23|1|5|80228
828|28|2|11|85282
829|48|2|21|80209
830|46|2|15|53066
831|21|2|14|33765
832|24|2|20|77042
833|34|2|21|90019
834|26|2|14|64153
835|44|1|7|11577
836|44|2|2|10018
837|36|1|2|55409
838|23|2|19|01375
839|38|1|6|90814
840|39|2|2|55406
841|45|2|3|47401
842|40|2|21|93055
843|35|2|11|44212
844|22|2|5|95662
845|64|2|3|97405
846|27|2|10|47130
847|29|2|19|55417
848|46|2|5|02146
849|15|1|19|25652
850|34|2|20|78390
851|18|2|14|29646
852|46|2|1|94086
853|49|2|21|40515
854|29|1|19|55408
855|53|2|11|04988
856|43|1|12|97215
857|35|1|1|V1G4L
858|63|2|4|09645
859|18|1|14|06492
860|70|1|16|48322
861|38|1|19|14085
862|25|2|7|13820
863|17|2|19|60089
864|27|2|15|63021
865|25|2|2|11231
866|45|2|14|60302
867|24|2|18|92507
868|21|2|15|55303
869|30|2|19|10025
870|22|2|19|65203
871|31|2|7|44648
872|19|1|19|74078
873|48|1|1|33763
874|36|2|18|37076
875|24|1|19|35802
876|41|2|14|20902
877|30|2|14|77504
878|50|1|4|98027
879|33|1|1|55337
880|13|2|19|83702
881|39|2|12|43017
882|35|2|5|40503
883|49|2|11|50266
884|44|2|5|55337
885|30|1|14|95316
886|20|2|19|61820
887|14|1|19|27249
888|41|2|18|17036
889|24|2|20|78704
890|32|2|19|97301
891|51|1|1|03062
892|36|2|14|45243
893|25|2|19|95823
894|47|2|4|74075
895|31|1|11|32301
896|28|2|21|91505
897|30|2|14|33484
898|23|2|9|61755
899|32|2|14|55116
900|60|2|16|18505
901|38|2|7|L1V3W
902|45|1|2|97203
903|28|2|4|20850
904|17|1|19|61073
905|27|2|14|30350
906|45|2|11|70124
907|25|1|14|80526
908|44|1|11|68504
909|50|1|4|53171
910|28|2|8|29301
911|37|1|21|53210
912|51|2|14|06512
913|27|2|19|76201
914|44|1|14|08105
915|50|2|6|60614
916|27|2|5|N2L5N
917|22|1|19|20006
918|40|2|18|70116
919|25|2|14|14216
920|30|1|2|90008
921|20|1|19|98801
922|29|1|1|21114
923|21|2|19|E2E3R
924|29|2|14|11753
925|18|1|17|49036
926|49|2|6|01701
927|23|2|15|55428
928|21|2|19|55408
929|44|2|18|53711
930|28|1|18|07310
931|60|2|4|33556
932|58|2|4|06437
933|28|2|19|48105
934|61|2|5|22902
935|42|2|3|66221
936|24|2|14|32789
937|48|2|4|98072
938|38|1|20|55038
939|26|1|19|33319
940|32|2|1|02215
941|20|2|19|97229
942|48|1|11|78209
943|22|2|19|77841
